patient_id,split
P14704,test
P14705,train
P14706,train
P14707,train
P14708,test
P14709,train
P14710,train
P14711,train
P14712,train
P14713,train
P14714,train
P14715,validation
P14716,train
P14717,train
P14718,train
P14719,train
P14720,train
P14721,train
P14722,test
P14723,train
P14724,validation
P14725,train
P14726,train
P14727,train
P14728,train
P14729,train
P14730,train
P14731,test
P14732,validation
P14733,train
P14734,test
P14735,train
P14736,train
P14737,train
P14738,train
P14739,validation
P14740,train
P14741,validation
P14742,train
P14743,train
P14744,train
P14745,validation
P14746,train
P14747,train
P14748,train
P14749,train
P14750,test
P14751,validation
P14752,train
P14753,train
P14754,train
P14755,train
P14756,train
P14757,train
P14758,validation
P14759,train
P14760,train
P14761,train
P14762,validation
P14763,validation
P14764,train
P14765,train
P14766,train
P14767,test
P14768,train
P14769,train
P14770,train
P14771,train
P14772,train
P14773,train
P14774,train
P14775,train
P14776,train
P14777,train
P14778,train
P14779,train
P14780,test
P14781,train
P14782,train
P14783,test
P14784,validation
P14785,train
P14786,train
P14787,train
P14788,train
P14789,train
P14790,test
P14791,train
P14792,test
P14793,validation
P14794,test
P14795,train
P14796,train
P14797,test
P14798,train
P14799,train
P14800,train
P14801,train
P14802,train
P14803,train
P14804,test
P14805,validation
P14806,train
P14807,train
P14808,train
P14809,train
P14810,train
P14811,train
P14812,test
P14813,train
P14814,train
P14815,train
P14816,train
P14817,train
P14818,train
P14819,train
P14820,train
P14821,train
P14822,train
P14823,train
P14824,train
P14825,train
P14826,train
P14827,train
P14828,train
P14829,train
P14830,train
P14831,validation
P14832,test
P14833,train
P14834,train
P14835,test
P14836,test
P14837,train
P14838,train
P14839,train
P14840,train
P14841,train
P14842,train
P14843,train
P14844,train
P14845,train
P14846,train
P14847,train
P14848,test
P14849,train
P14850,train
P14851,train
P14852,train
P14853,train
P14854,train
P14855,train
P14856,train
P14857,train
P14858,train
P14859,train
P14860,train
P14861,train
P14862,train
P14863,train
P14864,train
P14865,train
P14866,validation
P14867,train
P14868,train
P14869,train
P14870,train
P14871,train
P14872,test
P14873,train
P14874,test
P14875,train
P14876,test
P14877,train
P14878,train
P14879,train
P14880,train
P14881,train
P14882,train
P14883,test
P14884,train
P14885,test
P14886,test
P14887,train
P14888,train
P14889,train
P14890,train
P14891,train
P14892,train
P14893,train
P14894,train
P14895,test
P14896,train
P14897,train
P14898,validation
P14899,train
P14900,train
P14901,train
P14902,train
P14903,test
P14904,validation
P14905,train
P14906,train
P14907,validation
P14908,train
P14909,train
P14910,train
P14911,validation
P14912,validation
P14913,train
P14914,train
P14915,train
P14916,train
P14917,train
P14918,train
P14919,train
P14920,train
P14921,train
P14922,train
P14923,test
P14924,train
P14925,train
P14926,validation
P14927,train
P14928,train
P14929,train
P14930,train
P14931,train
P14932,train
P14933,train
P14934,train
P14935,train
P14936,train
P14937,train
P14938,validation
P14939,train
P14940,train
P14941,train
P14942,train
P14943,train
P14944,train
P14945,train
P14946,train
P14947,train
P14948,train
P14949,train
P14950,train
P14951,train
P14952,validation
P14953,train
P14954,train
P14955,train
P14956,test
P14957,train
P14958,train
P14959,train
P14960,train
P14961,validation
P14962,validation
P14963,test
P14964,train
P14965,validation
P14966,train
P14967,train
P14968,train
P14969,train
P14970,train
P14971,train
P14972,validation
P14973,train
P14974,train
P14975,train
P14976,train
P14977,validation
P14978,train
P14979,train
P14980,train
P14981,test
P14982,train
P14983,train
P14984,train
P14985,train
P14986,train
P14987,test
P14988,train
P14989,train
P14990,train
P14991,test
P14992,train
P14993,train
P14994,test
P14995,train
P14996,train
P14997,train
P14998,train
P14999,validation
P15000,train
P15001,validation
P15002,validation
P15003,train
P15004,train
P15005,validation
P15006,validation
P15007,validation
P15008,train
P15009,train
P15010,test
P15011,validation
P15012,train
P15013,train
P15014,train
P15015,train
P15016,train
P15017,train
P15018,train
P15019,train
P15020,train
P15021,train
P15022,train
P15023,train
P15024,validation
P15025,train
P15026,train
P15027,train
P15028,train
P15029,train
P15030,train
P15031,train
P15032,train
P15033,train
P15034,train
P15035,train
P15036,train
P15037,validation
P15038,train
P15039,train
P15040,validation
P15041,train
P15042,train
P15043,validation
P15044,train
P15045,train
P15046,train
P15047,train
P15048,validation
P15049,test
P15050,train
P15051,train
P15052,train
P15053,test
P15054,train
P15055,train
P15056,test
P15057,train
P15058,train
P15059,train
P15060,validation
P15061,train
P15062,validation
P15063,train
P15064,train
P15065,test
P15066,train
P15067,train
P15068,train
P15069,train
P15070,train
P15071,train
P15072,train
P15073,train
P15074,validation
P15075,train
P15076,train
P15077,train
P15078,train
P15079,train
P15080,train
P15081,validation
P15082,validation
P15083,train
P15084,train
P15085,validation
P15086,validation
P15087,validation
P15088,train
P15089,train
P15090,train
P15091,train
P15092,train
P15093,train
P15094,train
P15095,train
P15096,train
P15097,train
P15098,train
P15099,train
P15100,train
P15101,train
P15102,test
P15103,train
P15104,train
P15105,train
P15106,test
P15107,train
P15108,train
P15109,train
P15110,train
P15111,train
P15112,train
P15113,test
P15114,train
P15115,test
P15116,train
P15117,train
P15118,train
P15119,train
P15120,train
P15121,test
P15122,test
P15123,train
P15124,train
P15125,train
P15126,train
P15127,test
P15128,train
P15129,train
P15130,validation
P15131,train
P15132,test
P15133,train
P15134,train
P15135,test
P15136,train
P15137,train
P15138,train
P15139,validation
P15140,train
P15141,train
P15142,test
P15143,train
P15144,train
P15145,validation
P15146,train
P15147,train
P15148,train
P15149,train
P15150,train
P15151,train
P15152,validation
P15153,train
P15154,train
P15155,train
P15156,train
P15157,train
P15158,train
P15159,train
P15160,train
P15161,train
P15162,train
P15163,test
P15164,test
P15165,train
P15166,validation
P15167,test
P15168,train
P15169,train
P15170,validation
P15171,test
P15172,validation
P15173,train
P15174,train
P15175,validation
P15176,test
P15177,train
P15178,train
P15179,validation
P15180,train
P15181,train
P15182,test
P15183,test
P15184,train
P15185,train
P15186,train
P15187,test
P15188,train
P15189,validation
P15190,train
P15191,train
P15192,train
P15193,validation
P15194,train
P15195,train
P15196,train
P15197,train
P15198,train
P15199,test
P15200,train
P15201,validation
P15202,train
P15203,train
P15204,train
P15205,train
P15206,train
P15207,train
P15208,train
P15209,validation
P15210,validation
P15211,train
P15212,validation
P15213,train
P15214,test
P15215,train
P15216,train
P15217,test
P15218,train
P15219,train
P15220,test
P15221,train
P15222,train
P15223,train
P15224,train
P15225,test
P15226,train
P15227,train
P15228,train
P15229,train
P15230,train
P15231,test
P15232,test
P15233,train
P15234,train
P15235,train
P15236,train
P15237,test
P15238,train
P15239,train
P15240,test
P15241,train
P15242,train
P15243,train
P15244,train
P15245,validation
P15246,train
P15247,train
P15248,train
P15249,train
P15250,train
P15251,train
P15252,train
P15253,train
P15254,train
P15255,validation
P15256,test
P15257,train
P15258,train
P15259,train
P15260,validation
P15261,train
P15262,train
P15263,train
P15264,train
P15265,train
P15266,validation
P15267,train
P15268,train
P15269,train
P15270,train
P15271,train
P15272,train
P15273,validation
P15274,train
P15275,train
P15276,train
P15277,validation
P15278,train
P15279,train
P15280,train
P15281,train
P15282,train
P15283,train
P15284,train
P15285,test
P15286,train
P15287,train
P15288,validation
P15289,train
P15290,train
P15291,train
P15292,train
P15293,train
P15294,train
P15295,train
P15296,train
P15297,train
P15298,train
P15299,validation
P15300,train
P15301,train
P15302,train
P15303,train
P15304,train
P15305,train
P15306,train
P15307,train
P15308,train
P15309,test
P15310,train
P15311,validation
P15312,train
P15313,train
P15314,train
P15315,train
P15316,train
P15317,train
P15318,train
P15319,test
P15320,validation
P15321,validation
P15322,train
P15323,train
P15324,train
P15325,train
P15326,train
P15327,validation
P15328,train
P15329,train
P15330,train
P15331,train
P15332,test
P15333,train
P15334,train
P15335,train
P15336,train
P15337,test
P15338,train
P15339,train
P15340,train
P15341,train
P15342,train
P15343,validation
P15344,validation
P15345,train
P15346,train
P15347,train
P15348,train
P15349,train
P15350,train
P15351,train
P15352,train
P15353,test
P15354,validation
P15355,train
P15356,train
P15357,train
P15358,train
P15359,train
P15360,train
P15361,validation
P15362,train
P15363,train
P15364,validation
P15365,validation
P15366,train
P15367,train
P15368,train
P15369,train
P15370,train
P15371,train
P15372,train
P15373,train
P15374,train
P15375,validation
P15376,train
P15377,train
P15378,test
P15379,train
P15380,train
P15381,train
P15382,train
P15383,test
P15384,train
P15385,train
P15386,train
P15387,validation
P15388,train
P15389,train
P15390,train
P15391,train
P15392,train
P15393,train
P15394,train
P15395,train
P15396,test
P15397,train
P15398,test
P15399,train
P15400,train
P15401,test
P15402,train
P15403,train
P15404,train
P15405,validation
P15406,train
P15407,train
P15408,train
P15409,train
P15410,train
P15411,train
P15412,test
P15413,train
P15414,validation
P15415,validation
P15416,train
P15417,validation
P15418,train
P15419,test
P15420,train
P15421,train
P15422,train
P15423,train
P15424,train
P15425,test
P15426,train
P15427,train
P15428,test
P15429,test
P15430,train
P15431,train
P15432,train
P15433,train
P15434,test
P15435,train
P15436,train
P15437,test
P15438,train
P15439,test
P15440,train
P15441,train
P15442,train
P15443,train
P15444,train
P15445,train
P15446,train
P15447,train
P15448,train
P15449,train
P15450,train
P15451,train
P15452,train
P15453,train
P15454,train
P15455,train
P15456,train
P15457,train
P15458,validation
P15459,train
P15460,train
P15461,train
P15462,train
P15463,train
P15464,train
P15465,train
P15466,train
P15467,test
P15468,train
P15469,train
P15470,train
P15471,test
P15472,train
P15473,train
P15474,train
P15475,train
P15476,train
P15477,train
P15478,test
P15479,train
P15480,train
P15481,train
P15482,train
P15483,train
P15484,train
P15485,train
P15486,test
P15487,train
P15488,train
P15489,train
P15490,validation
P15491,train
P15492,train
P15493,train
P15494,train
P15495,validation
P15496,train
P15497,train
P15498,validation
P15499,train
P15500,train
P15501,train
P15502,train
P15503,train
P15504,train
P15505,train
P15506,train
P15507,train
P15508,train
P15509,test
P15510,train
P15511,train
P15512,train
P15513,train
P15514,train
P15515,train
P15516,train
P15517,train
P15518,train
P15519,test
P15520,train
P15521,validation
P15522,train
P15523,train
P15524,train
P15525,train
P15526,validation
P15527,validation
P15528,test
P15529,train
P15530,train
P15531,train
P15532,train
P15533,test
P15534,train
P15535,train
P15536,train
P15537,test
P15538,train
P15539,test
P15540,test
P15541,validation
P15542,train
P15543,test
P15544,train
P15545,validation
P15546,train
P15547,train
P15548,train
P15549,validation
P15550,validation
P15551,train
P15552,train
P15553,train
P15554,train
P15555,train
P15556,train
P15557,train
P15558,train
P15559,test
P15560,train
P15561,train
P15562,test
P15563,train
P15564,train
P15565,train
P15566,test
P15567,train
P15568,train
P15569,train
P15570,train
P15571,test
P15572,train
P15573,train
P15574,train
P15575,train
P15576,train
P15577,train
P15578,train
P15579,validation
P15580,train
P15581,train
P15582,train
P15583,train
P15584,train
P15585,train
P15586,test
P15587,train
P15588,validation
P15589,train
P15590,train
P15591,train
P15592,train
P15593,train
P15594,test
P15595,train
P15596,train
P15597,train
P15598,train
P15599,train
P15600,train
P15601,train
P15602,test
P15603,train
P15604,validation
P15605,validation
P15606,train
P15607,test
P15608,test
P15609,train
P15610,train
P15611,train
P15612,train
P15613,train
P15614,train
P15615,train
P15616,train
P15617,test
P15618,train
P15619,test
P15620,train
P15621,train
P15622,train
P15623,train
P15624,train
P15625,train
P15626,train
P15627,train
P15628,train
P15629,train
P15630,validation
P15631,train
P15632,train
P15633,train
P15634,test
P15635,train
P15636,test
P15637,test
P15638,train
P15639,train
P15640,train
P15641,test
P15642,train
P15643,validation
P15644,train
P15645,test
P15646,train
P15647,train
P15648,train
P15649,test
P15650,train
P15651,test
P15652,validation
P15653,train
P15654,validation
P15655,test
P15656,train
P15657,test
P15658,train
P15659,train
P15660,train
P15661,train
P15662,train
P15663,validation
P15664,train
P15665,test
P15666,train
P15667,train
P15668,train
P15669,train
P15670,train
P15671,train
P15672,train
P15673,test
P15674,train
P15675,train
P15676,train
P15677,train
P15678,train
P15679,train
P15680,train
P15681,train
P15682,train
P15683,train
P15684,train
P15685,train
P15686,train
P15687,train
P15688,train
P15689,train
P15690,train
P15691,train
P15692,train
P15693,train
P15694,train
P15695,train
P15696,train
P15697,train
P15698,train
P15699,train
P15700,train
P15701,train
P15702,train
P15703,train
P15704,validation
P15705,train
P15706,train
P15707,train
P15708,train
P15709,train
P15710,train
P15711,train
P15712,train
P15713,train
P15714,train
P15715,train
P15716,train
P15717,train
P15718,test
P15719,train
P15720,train
P15721,train
P15722,train
P15723,train
P15724,test
P15725,train
P15726,train
P15727,train
P15728,train
P15729,test
P15730,train
P15731,train
P15732,train
P15733,test
P15734,test
P15735,train
P15736,train
P15737,train
P15738,train
P15739,train
P15740,train
P15741,train
P15742,train
P15743,train
P15744,train
P15745,train
P15746,train
P15747,test
P15748,train
P15749,train
P15750,train
P15751,validation
P15752,train
P15753,train
P15754,validation
P15755,train
P15756,test
P15757,train
P15758,train
P15759,train
P15760,train
P15761,train
P15762,train
P15763,train
P15764,train
P15765,train
P15766,train
P15767,train
P15768,validation
P15769,train
P15770,train
P15771,train
P15772,test
P15773,train
P15774,train
P15775,train
